StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q2	Q3	Q4	Q5	Q6	Q8_1	Q8_2	Q8_3	Q8_4	Q8_5	Q8_6	Q8_7	Q8_8	Q8_9	Q8_10	Q8_11	Q8_12	Q8_13	Q8_14	Q8_15	Q9	Q10	Q11	Q12	Q13
2/17/22 19:00	2/17/22 19:04	IP Address	71.56.219.237	100	229	TRUE	2/17/22 19:04	R_Cdh81g8xoLUiBdD					40.03729248	-105.2789993	anonymous	EN	2400 - Hoang Truong	Male	Yes	Sophmore	CS Major	Strongly Agree	Neither Agree nor Disagree	Disagree	Disagree		Agree	Disagree	Disagree	Agree	Agree	Neither Agree nor Disagree	Agree	Agree	Strongly Agree	Strongly Agree	He has very good informative slides ready for every meeting which is really nice.	This is nothing he can control but he has a very thick accent and with a mask on while teaching it is very very hard to understand him sometimes. He also goes very quick. 	N/A	N/A	N/A
2/17/22 23:18	2/17/22 23:20	IP Address	76.120.73.117	100	115	TRUE	2/17/22 23:20	R_273As1ywSE3F2js					40.03729248	-105.2789993	anonymous	EN	2400 - Hoang Truong	Male	Yes	Sophmore	CS Minor	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	He cares about every student and wants them to succeed.	He could speak a little louder during lectures, he is a little quiet sometimes.	N/A	N/A	N/A
2/17/22 16:42	2/17/22 16:43	IP Address	198.54.128.44	50	77	FALSE	3/3/22 22:00	R_1QovRGxa1qC44rQ							anonymous	EN	2400 - Hoang Truong	Male	Yes	Freshman	CS Major																				
2/17/22 19:47	2/17/22 19:54	IP Address	73.243.251.33	100	391	TRUE	2/17/22 19:54	R_sNG3TogWXdGVst3					39.86929321	-105.0036011	anonymous	EN	2400 - Hyoyoung Lim	Male	No	Sophmore	CS Major	Neither Agree nor Disagree	Agree	Agree	Agree		Neither Agree nor Disagree	Agree	Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Agree	Agree	She is very knowledgable about the content and she conveys information well	Sometimes she goes a little too quick for me to understand	n/a	n/a	no
2/17/22 18:55	2/17/22 19:07	IP Address	128.138.65.142	100	695	TRUE	2/17/22 19:07	R_cIIR1yZKcXFeWZ3					40.01280212	-105.2759018	anonymous	EN	2400 - Insoo Lee	Male	Yes	Sophmore	CS Minor	Disagree	Disagree	Agree	Disagree		Strongly Agree	Agree	Neither Agree nor Disagree	Agree	Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	I like how my TA seems to have a deep understanding of the topics and is willing to delve into the details of a question I ask to explain without making me feel like my questions are not welcome. 	My TA does not provide many opportunities to clarify that we are following what is going on. Sometimes I feel like I am lost and don't know what questions to ask to get my footing again. Leading questions relevant to what we are working on and reminders of basic concepts as we go could be helpful, like "So we are moving $rsp+0xc into $rbx. So what is $rsp? It's the stack pointer, so we are moving 0xc in the stack, and that's our first input'   It is also hard to understand his accent consistently, so using the whiteboard more often to visually draw out concepts and use labels is more valuable than just saying them and talking about what is on the screen.	No remote learning or classroom capture is offered 	N/A 	N/A
2/19/22 1:08	2/19/22 1:15	IP Address	128.138.65.233	50	397	FALSE	3/5/22 1:15	R_2OUejWV5Qw5I0ft							anonymous	EN	2400 - Insoo Lee	Non-Binary	Yes	Freshman	CS Major																				
2/17/22 20:58	2/17/22 21:47	IP Address	128.138.65.186	100	2908	TRUE	2/17/22 21:47	R_2ZBsbCmaDZwUuZB					40.01280212	-105.2759018	anonymous	EN	2400 - Jaeyoung Oh	Male	Yes	Freshman	CS Major	Agree	Disagree	Disagree	Strongly Disagree		Neither Agree nor Disagree	Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree	Neither Agree nor Disagree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Patient, calm	He talks with a strong accent, quietly, and with infrequent pauses, making him very hard to understand. Speaking louder and pausing more would help.	N/A	N/A	No
2/17/22 16:40	2/17/22 16:43	IP Address	8.36.226.81	100	186	TRUE	2/17/22 16:43	R_1DzG6dM0YxEOksd					40.14520264	-105.1667023	anonymous	EN	2400 - Nishant Bhattacharya	Male	Yes	Freshman	CS Major	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		I can't think of anything he needs to improve on.			No
2/21/22 10:07	2/21/22 10:08	IP Address	70.39.108.214	100	55	TRUE	2/21/22 10:08	R_2pKRDU7p0tbQYec					37.75100708	-97.8219986	anonymous	EN	2400 - Nishant Bhattacharya	Male	Yes	Junior	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	They seem to know the subject well and are a kind person.	N/A	N/A	N/A	N/A
2/18/22 13:29	2/21/22 12:16	IP Address	128.138.65.196	100	254804	TRUE	2/21/22 12:16	R_pGYPqMmdZySGuGZ					40.01280212	-105.2759018	anonymous	EN	2400 - Nishant Bhattacharya	Male	Yes	Freshman	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	He is very clear with his instructions and the purposes of what we're doing, without just giving the answers right out	More explanation on why certain details are being skipped over, and why they aren't relevant	He still tries us to interact with him and the material even when we are all on zoom		N/A
2/23/22 11:39	2/23/22 11:41	IP Address	128.138.65.91	100	151	TRUE	2/23/22 11:41	R_5aS98wqfb5NDFyp					40.01280212	-105.2759018	anonymous	EN	2400 - Nishant Bhattacharya	Male	Yes	Sophmore	CS Minor	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Very thorough and always willing to help me understand concepts.	none	they teach well remotely	N/A	no
2/23/22 11:39	2/23/22 11:42	IP Address	128.138.65.67	100	180	TRUE	2/23/22 11:42	R_SIBV1twW4NFCtQB					40.01280212	-105.2759018	anonymous	EN	2400 - Nishant Bhattacharya	Male	Yes	Prefer not to answer	CS Major	Strongly Agree	Neither Agree nor Disagree	Agree	Agree		Agree	Agree	Neither Agree nor Disagree	Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Strongly Agree	Neither Agree nor Disagree	Strongly Agree	Strongly Agree	Understanding of the fact that I have other courses besides this one.	I have none for my TA	N/A	n/a	n/a
2/23/22 11:39	2/23/22 11:42	IP Address	128.138.65.120	100	152	TRUE	2/23/22 11:42	R_2VK4jBdzLn5Htxz					40.01280212	-105.2759018	anonymous	EN	2400 - Nishant Bhattacharya	Female	Yes	Sophmore	CS Minor	Agree	Neither Agree nor Disagree	Agree	Strongly Agree	Strongly Agree	Disagree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	I appreciate that he helps go over different parts of our lab without actually solving it but just helps us get started.	I think it would be great if he held in-person office hours because I do not do well with office hours on zoom.	He is good at effectively using screen share to help us understand topics. 		Nope!
2/23/22 11:39	2/23/22 11:42	IP Address	128.138.65.170	100	183	TRUE	2/23/22 11:42	R_1MXNqGSXwvQ6d9B					40.01280212	-105.2759018	anonymous	EN	2400 - Nishant Bhattacharya	Female	Yes	Junior	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	I appreciate how well he explains topics during recitation and makes sure we understand. 	NA	I like that when we had zoom recitations they were recorded so we could go back and reference them. 	We are in person now but I think their remote instruction was good. 	NA
2/23/22 11:38	2/23/22 11:42	IP Address	128.138.65.237	100	217	TRUE	2/23/22 11:42	R_sIhj4dY9qxB4l8t					40.01280212	-105.2759018	anonymous	EN	2400 - Nishant Bhattacharya	Male	Yes	Junior	CS Minor	Strongly Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Disagree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Nice explanations 	All good. Some recitations felt unorganized or behind from what the lecture was covering. Felt like having recitation on other days(Earlier in the week) are better for completing the labs earlier. 	Check the zoom chat for questions	None	No
2/23/22 11:39	2/23/22 11:42	IP Address	128.138.65.176	100	148	TRUE	2/23/22 11:42	R_3Jt6obTw8w0gCrp					40.01280212	-105.2759018	anonymous	EN	2400 - Nishant Bhattacharya	Prefer not to answer	Yes	Freshman	CS Major	Disagree	Agree	Agree	Agree	Strongly Agree	Agree	Neither Agree nor Disagree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree		Give more detailed explanations when some student don't understand a topic			N/A
2/23/22 11:39	2/23/22 11:42	IP Address	128.138.65.46	100	197	TRUE	2/23/22 11:42	R_3NwXiBrUc51KCMo					40.01280212	-105.2759018	anonymous	EN	2400 - Nishant Bhattacharya	Male	Yes	Sophmore	CS Major	Agree	Agree	Strongly Agree	Strongly Agree	Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	I like the pace at which Nishant moves and his willingness to help whenever anyone is confused.	It feels like we need a second TA in the class, because just one person struggles to help everyone with problems while also teaching the content in a timely manner.	Records the lectures so I can look back at them		No
2/23/22 11:39	2/23/22 11:42	IP Address	128.138.65.211	100	191	TRUE	2/23/22 11:42	R_233lRaMvcBWyPPl					40.01280212	-105.2759018	anonymous	EN	2400 - Nishant Bhattacharya	Female	Yes	Sophmore	CS Major	Strongly Agree	Neither Agree nor Disagree	Agree	Agree	Agree	Disagree	Disagree	Neither Agree nor Disagree	Agree	Agree	Agree	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree	Neither Agree nor Disagree	He is very stright forward and get's everything he needs to go through done.	I wish when we missed a recitation for the snow day that he sent a video, I don't like that we were behind because learning the bomb lab late was not helpful at all.	He is efficient.	Maybe add some more engagement rather than lecturing at us.	no
2/23/22 11:39	2/23/22 11:42	IP Address	172.58.62.183	100	193	TRUE	2/23/22 11:42	R_D6tB5Rx2Djznn9f					39.73880005	-104.9868011	anonymous	ZH-S	2400 - Nishant Bhattacharya	Male	No	Senior or Above	CS Minor	Strongly Disagree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree		Everything is good 			None
2/23/22 11:39	2/23/22 11:42	IP Address	128.138.65.216	100	175	TRUE	2/23/22 11:42	R_3fcu0HlCWRlqH1m					40.01280212	-105.2759018	anonymous	EN	2400 - Nishant Bhattacharya	Female	Yes	Junior	CS Major	Agree	Agree	Agree	Disagree	Agree	Agree	Strongly Agree	Disagree	Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree	Disagree	Agree	Agree	He understands the code well and goes over most parts of the lab which i like. 	I would like the lessons to be recorded because we go over things in class so fast its hard to take notes, and then when i go to work on the lab, ive forgotten most things. 	He answers emails and is available for office hours. 	N/A	no
2/23/22 11:39	2/23/22 11:43	IP Address	128.138.65.161	100	246	TRUE	2/23/22 11:43	R_1oiKLmPJZLD3XvK					40.01280212	-105.2759018	anonymous	EN	2400 - Nishant Bhattacharya	Male	Yes	Sophmore	CS Minor	Agree	Neither Agree nor Disagree	Agree	Neither Agree nor Disagree	Strongly Agree		Strongly Agree	Disagree	Agree	Agree	Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Get's straight to the point, makes sure people know what's happening before moving on	Sometimes takes too much time helping individually and less gets done in recitation	Nothing much changes from in person	Nothing	Some TAs don't show up for their allotted office hours and this caused me to not finish a lab
2/23/22 11:39	2/23/22 11:43	IP Address	128.138.65.114	100	237	TRUE	2/23/22 11:43	R_2qraDgY2z15jWr2					40.01280212	-105.2759018	anonymous	EN	2400 - Nishant Bhattacharya	Male	Yes	Junior	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Fast response time and focus on explaining/understanding the problems	Makes it look too easy when something small might trip a student up	Records the recitation and allows the students to work through problems	No comment	I have found every TA to be extremely helpful 
2/23/22 11:38	2/23/22 11:43	IP Address	128.138.65.62	100	262	TRUE	2/23/22 11:43	R_eWYlbg7dakmPZWF					40.01280212	-105.2759018	anonymous	EN	2400 - Nishant Bhattacharya	Female	Yes	Sophmore	CS Minor	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	He is very encouraging during interview grading. He is also understanding and doesn't make you feel bad if you get the answer incorrect. Instead he helps you learn where you went wrong. 	Generally, I was hoping that at least one TA in this course would be holding in person office hours. It is hard over zoom to ask questions and get hands on help with practice problems. 	He runs the zoom room along with in person recitation. 		The CA that holds in person office hours is very helpful 
2/23/22 11:39	2/23/22 11:43	IP Address	128.138.65.37	100	273	TRUE	2/23/22 11:43	R_22uf7mjYMcPbVoY					40.01280212	-105.2759018	anonymous	EN	2400 - Nishant Bhattacharya	Male	Yes	Prefer not to answer	Topic is useful for my career	Strongly Agree	Agree	Strongly Agree	Agree	Strongly Agree	Agree	Neither Agree nor Disagree	Agree	Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	He knows the material quite well and knows how to present it clearly.	The entire staff needs to be more knowledgeable about material outside of labs. They are often unable to assist with questions on reading quizzes or textbook material. 			TA's need to be more knowledgeable about material outside of labs. They are often unable to assist with questions on reading quizzes or textbook material. Their limited knowledge is often highly inconvenient since professors do not hold office hours and pizza is less than ideal. 
2/23/22 11:39	2/23/22 11:43	IP Address	128.138.65.217	100	261	TRUE	2/23/22 11:43	R_2B8xc8kE3Htu248					40.01280212	-105.2759018	anonymous	EN	2400 - Nishant Bhattacharya	Male	Yes	Sophmore	CS Major	Strongly Agree	Neither Agree nor Disagree	Agree	Agree	Strongly Agree	Agree	Neither Agree nor Disagree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly Agree	Agree	Helping with labs	 NA	Posts videos helping explain parts of the labs without entirly giving us the answers. This is very helpful and effective.	 NA	 NA
2/23/22 11:40	2/23/22 11:43	IP Address	128.138.65.171	100	205	TRUE	2/23/22 11:43	R_9v1dDrrPSFISYLL					40.01280212	-105.2759018	anonymous	EN	2400 - Nishant Bhattacharya	Female	No	Freshman	CS Major	Strongly Agree	Agree	Strongly Agree	Agree	Strongly Agree	Neither Agree nor Disagree	Agree	Neither Agree nor Disagree	Strongly Agree	Strongly Agree	Agree	Neither Agree nor Disagree	Disagree	Strongly Agree	Strongly Agree	'-their commitment to getting useful material to us (emailing it, making sure to highlight it, etc.)	Could be slightly more approachable (in terms of someone coming to ask questions)	Screen sharing and checking the chat.	n/a	n/a
2/17/22 16:43	2/23/22 11:44	IP Address	128.138.65.130	100	500421	TRUE	2/23/22 11:44	R_cUPdBdXunAkT66t					40.01280212	-105.2759018	anonymous	EN	2400 - Nishant Bhattacharya	Male	Yes	Freshman	CS Major	Strongly Agree	Agree	Agree	Agree	Strongly Agree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	N/A	N/A	N/A	N/A	N/A
2/23/22 11:42	2/23/22 11:44	IP Address	128.138.65.227	100	122	TRUE	2/23/22 11:44	R_0kO6N0P9k2wNC8N					40.01280212	-105.2759018	anonymous	EN	2400 - Nishant Bhattacharya	Prefer not to answer	Yes	Sophmore	CS Minor	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Ability to explain the material.	N/A	Recording the recitations,	N/A	N/A
2/23/22 11:42	2/23/22 11:52	IP Address	128.138.65.150	100	583	TRUE	2/23/22 11:52	R_1Nl8NttPwH7mxrM					40.01280212	-105.2759018	anonymous	EN	2400 - Nishant Bhattacharya	Non-Binary	Yes	Junior	CS Major	Agree	Strongly Agree	Agree	Agree	Strongly Agree	Strongly Agree	Agree	Agree	Strongly Agree	Agree	Agree	Strongly Agree	Agree	Agree	Strongly Agree	I like the way he lectures. It seems like hes very used to zoom calls.	I but in personal. It seems like hes very used to zoom calls.	The way he asks questions seems to work for the class.	Breath and relate to the students.	Nope
2/23/22 11:38	2/23/22 12:14	IP Address	128.138.65.108	100	2127	TRUE	2/23/22 12:14	R_2cB2z2igTo2Scco					40.01280212	-105.2759018	anonymous	EN	2400 - Nishant Bhattacharya	Male	Yes	Sophmore	CS Minor	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Disagree	Neither Agree nor Disagree	Strongly Agree	Disagree	Agree		Agree	Agree	Strongly Agree	Strongly Agree	Very well prepared slides and explanations of topics. Will give us videos after class to support us with topics if we didn't have time to cover it in class.	Can talk very fast and move through the content quickly, which can be difficult to keep up, although I understand that this is a consequence of having a lot of information to cover in a single session. I appreciate how he will post supporting explanations to things we haven't covered	Hosting a zoom section even when classes are held in person, reading the chat in a timely manner, generally using the software well	Waiting a little longer for people to respond to questions	N/A
2/24/22 18:33	2/24/22 18:38	IP Address	98.43.98.164	100	326	TRUE	2/24/22 18:38	R_2VrsuUp9tAJOXR6					40.06219482	-105.0653	anonymous	EN	2400 - Nishant Bhattacharya	Female	Yes	Senior or Above	CS Major	Strongly Agree		Strongly Agree	Strongly Agree	Strongly Agree			Strongly Agree			Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	He's really nice during interview grading when you don't know an answer. I've had TA's who have seemed annoyed during interview gradings. But not him, he's good.	I didn't love that we didn't get started on the attack lab during recitation, but at least we have the video orientation from Dirk. I know he was explaining phase 6 of bomb lab but maybe put out a short video on the drive to get us started	I don't know, I don't watch it live.	Nothing comes to mind	Nope
2/18/22 10:13	2/18/22 10:16	IP Address	128.138.140.254	100	186	TRUE	2/18/22 10:16	R_Tk3PZYMZniV33Rn					39.99699402	-105.0973969	anonymous	EN	2400 - Sandesh Dhawaskar Sathyanarayana	Male	Yes	Sophmore	CS Minor	Disagree	Agree	Strongly Agree	Agree	Agree		Agree	Agree	Strongly Disagree	Strongly Agree	Agree	Agree	Agree	Agree		His explanations are very thorough and he has a very strong grasp of the material 	He can sometimes get frustrated at the lack of participation, which is reasonable but I think dissuades further participation	He's good at using zoom features to enhance learning	N/A	N/A
2/22/22 19:04	2/22/22 19:07	IP Address	189.202.45.237	100	156	TRUE	2/22/22 19:07	R_3NRjRVFcSqr1uUK					26.96080017	-105.683197	anonymous	ES	2400 - Sandesh Dhawaskar Sathyanarayana	Male	No	Sophmore	CS Major	Strongly Agree	Agree	Strongly Agree	Agree	Disagree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Disagree	Disagree	Strongly Agree	Strongly Agree	I would say im really satisfied	Just be a little bit more patient and not that rough in interviews 	Explains really good	Just slow down.	Nop
2/23/22 16:02	2/23/22 16:04	IP Address	128.138.65.211	100	138	TRUE	2/23/22 16:04	R_5gOua7Fydm4vyFP					40.01280212	-105.2759018	anonymous	EN	2400 - Suresh Nayak	Male	Yes	Freshman	CS Major	Strongly Agree	Agree	Agree	Agree		Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Suresh makes sure to ask the class if we understand, or if there is any way he can explain better when teaching us concepts.	I think that teaching a little slower could help.	N/A	N/A	N/A
2/18/22 11:34	2/18/22 11:39	IP Address	198.233.44.194	100	288	TRUE	2/18/22 11:39	R_ezIB1ip5L8hAOel					39.9947052	-105.2366028	anonymous	EN	3002 - Julie Jarzemsky	Male	Yes	Sophmore	CS Minor	Agree	Strongly Agree	Agree	Agree	Agree	Strongly Agree	Disagree	Agree	Strongly Disagree	Neither Agree nor Disagree	Agree	Strongly Agree	Strongly Agree	Strongly Agree		I appreciate the class participation that she encourages and she doesn't get discouraged if not many people are participating 	Nothing negative sticks out to me	Encourage class participation and ask clarifying questions frequently 	Mandate having cameras on, it's controversial but it increases the participation and cohesion of the course 	N/A
2/18/22 15:34	2/18/22 15:36	IP Address	128.138.65.119	100	152	TRUE	2/18/22 15:36	R_5vCMV6M68iW6KHv					40.01280212	-105.2759018	anonymous	EN	3002 - Julie Jarzemsky	Female	Yes	Sophmore	CS Major	Strongly Agree	Strongly Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Agree	Her attitude is great and she's always happy to brain storm with us. 	Honestly can't think of much	She tries to get everyone on camera and specifically asks people questions to get people comfortable. 	Not sure there would be much to improve. 	Thanks!
2/17/22 16:45	2/17/22 16:47	IP Address	76.120.72.124	50	81	FALSE	3/3/22 22:05	R_ZIalj3ulGvY7f6p							anonymous	ZH-S	3002 - Julie Jarzemsky	Female	No	Sophmore	CS Major																				
2/18/22 16:49	2/18/22 16:53	IP Address	128.138.64.203	100	287	TRUE	2/18/22 16:53	R_BK7pQ2XfIX3NvSp					40.05000305	-105.2170029	anonymous	EN	3002 - Mary Etta West	Female	Yes	Junior	CS Minor	Strongly Agree	Agree	Agree	Agree	Agree	Neither Agree nor Disagree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	They give clear instructions for assignments	Nothing!	Makes sure to ask if we have any questions	It's great!	No
2/18/22 18:56	2/18/22 19:06	IP Address	97.122.207.76	100	560	TRUE	2/18/22 19:06	R_1LXp4xmvN6xSTJl					39.73880005	-104.9868011	anonymous	EN	3002 - Mary Etta West	Male	Yes	Junior	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	I appreciate the PowerPoints used for recitation and the constructive criticism to help me build my project.	At this point in the semester I am not sure of any areas of improvement.	Answering questions when they are posted in the chat also if there is any links needed, they are given to people through the chat.	At this point in the semester I am not sure of any areas of improvement.	N/A
3/2/22 14:43	3/2/22 14:58	IP Address	69.169.12.166	100	887	TRUE	3/2/22 14:58	R_poNWNCJm63LDQQN					39.66670227	-105.0854034	anonymous	EN	3002 - Mary Etta West	Male	Yes	Sophmore	CS Major	Strongly Agree	Agree	Neither Agree nor Disagree	Neither Agree nor Disagree		Disagree	Agree	Agree			Neither Agree nor Disagree	Disagree	Disagree	Agree	Neither Agree nor Disagree	she seems very active in the class discord which is appreciated. 	It doesn't feel like you really know the material that well you just read off slides and then you grade our stuff which I am not a fan of.  			nah
2/18/22 12:03	2/18/22 12:06	IP Address	128.138.65.155	100	184	TRUE	2/18/22 12:06	R_Qg07NjaoGfmC9TH					40.01280212	-105.2759018	anonymous	EN	3002 - Xu Han	Male	Yes	Senior or Above	CS Minor	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Great availability and very approachable for questions.	Some of the assignments can be better designed, with the Heuristics assignment being a little round about with all the links and spreadsheets.	Handles Zoom and in-person questions with ease.	Repeat in-person questions so people on zoom have context for the answer.	N/A
2/18/22 18:34	2/18/22 18:35	IP Address	174.29.117.212	100	64	TRUE	2/18/22 18:35	R_cRME6pBWTD7va81					39.67959595	-104.9626007	anonymous	EN	3002 - Xu Han	Male	Yes	Senior or Above	CS Major	Agree	Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Agree	Strongly Disagree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree			N/A			N/A
2/25/22 11:38	2/25/22 11:40	IP Address	128.138.65.227	100	127	TRUE	2/25/22 11:40	R_1g6gz2jGPsFNtk6					40.01280212	-105.2759018	anonymous	EN	3002 - Xu Han	Female	Yes	Senior or Above	CS Major	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree		It'd be great if assignment are named with the wanted name when it's turned in. Like Last_First_NameWanted			NA
2/25/22 14:50	2/25/22 14:53	IP Address	128.138.65.96	100	208	TRUE	2/25/22 14:53	R_2ydNbuZ9YTGtYWJ					40.01280212	-105.2759018	anonymous	EN	3002 - Xu Han	Female	Yes	Sophmore	CS Major	Agree	Agree	Agree	Agree	Agree	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree	Disagree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	She's really friendly and encouraging. I liked when she went through our initial ideas for our project on Discord and shared her thoughts on the ones she liked! 	I don't have any areas of improvement. 	N/A	N/A	No
2/27/22 21:12	2/27/22 21:15	IP Address	128.138.65.180	100	195	TRUE	2/27/22 21:15	R_2yeA2YP37MudhJr					40.01280212	-105.2759018	anonymous	EN	3002 - Xu Han	Male	Yes	Senior or Above	CS Major	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		I don't think there are any particular areas of improvement. Xu is very nice and communicates what needs to be done for the assignment clearly.			N/A
2/17/22 17:52	2/17/22 17:53	IP Address	153.33.102.24	50	78	FALSE	3/3/22 17:53	R_SIRLgqXc07QgzJv							anonymous	EN	3002 - Xu Han	Male	Yes	Junior	CS Major																				
3/2/22 13:43	3/4/22 11:21	IP Address	73.14.189.12	100	164290	TRUE	3/4/22 11:21	R_27p50wMUBku9pSc					39.98339844	-105.1429977	anonymous	EN	3002 - Xu Han	Prefer not to answer	Yes	Junior	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		Xu is really nice and reliable. She always answers questions incredibly promptly (mine and other students on Discord) and she's very patient with us. Generally, I'm an uncomfortable person and will not talk/ask questions unless I have to, but I feel very comfortable with Xu and am confident she's not going to respond judgmentally or with irritation if I ask a question or have input. Feedback she gives is also clear and helpful, and her slides are comprehensive and useful (I also really appreciate that she posts a link to them before recitation, as it helps me feel more prepared and like I know what to expect).	N/A	Xu leaves enough time for questions after she finishes speaking about something, and closely monitors the chat for questions/comments there as well, which is really helpful for students unable to use or uncomfortable with interjecting on their mic. I also appreciate the change to opening breakout rooms and letting the students find one instead of random assignments.	N/A	N/A
